	I_D	TSEVENT_ID	YEAR_x	MONTH_x	DAY_x	DOUBTFUL	COUNTRY_x	STATE_x	LOCATION_NAME_x	LATITUDE_x	LONGITUDE_x	REGION_CODE_x	DISTANCE_FROM_SOURCE	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS_x	DEATHS_DESCRIPTION_x	INJURIES_x	INJURIES_DESCRIPTION_x	DAMAGE_MILLIONS_DOLLARS_x	DAMAGE_DESCRIPTION_x	HOUSES_DAMAGED_x	HOUSES_DAMAGED_DESCRIPTION_x	HOUSES_DESTROYED_x	HOUSES_DESTROYED_DESCRIPTION_x	COORDS	ID	YEAR_y	MONTH_y	DAY_y	HOUR	MINUTE	SECOND	VENT_VALIDITY	CAUSE_CODE	FOCAL_DEPTH	PRIMARY_MAGNITUDE	COUNTRY_y	STATE_y	LOCATION_NAME_y	LATITUDE_y	LONGITUDE_y	REGION_CODE_y	MAXIMUM_WATER_HEIGHT	ABE	IIDA	SOLOVIEV	WARNING_STATUS	DEATHS_y	DEATHS_DESCRIPTION_y	MISSING	MISSING_DESCRIPTION	INJURIES_y	INJURIES_DESCRIPTION_y	DAMAGE_MILLIONS_DOLLARS_y	DAMAGE_DESCRIPTION_y	HOUSES_DESTROYED_y	HOUSES_DESTROYED_DESCRIPTION_y	HOUSES_DAMAGED_y	HOUSES_DAMAGED_DESCRIPTION_y	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
259	15674	3542.0	1905.0	1.0	16.0		NORWAY		OUTLET OF LAKE LOEN	61.87	6.851	73.0	0.0			5.8		7.0								1.0					(61.869999999999997, 6.851)	3543	1936	9.0	13.0				4.0	8.0			NORWAY		LOEN	61.87	6.851	73	74.0					73.0	2.0																						
260	15680	3543.0	1936.0	9.0	13.0		NORWAY		YASSENDEN	61.87	6.851	73.0	0.0					7.0			2.0	1.0									(61.869999999999997, 6.851)	3543	1936	9.0	13.0				4.0	8.0			NORWAY		LOEN	61.87	6.851	73	74.0					73.0	2.0																						
261	28188	5496.0	1905.0	1.0		?	MEXICO		REVILLAGIGEDO ISLANDS	19.0	-113.0	88.0	0.0					1.0													(19.0, -113.0)	5496	1905	1.0					1.0	1.0			MEXICO		REVILLAGIGEDO ISLANDS	19.0	-113.0	88																													
262	9764	2627.0	1906.0	1.0	31.0		VENEZUELA		MAIQUETIA	10.6	-66.95	74.0	12.0					1.0													(10.6, -66.950000000000003)	2379	1906						1.0	2.0			VENEZUELA		MAIQUETIA	10.6	-66.95	74																													
263	6716	2379.0	1906.0	2.0	16.0		VENEZUELA		CABO BLANCA, MAIQUETIA ISLAND	10.6	-66.95	74.0	0.0					1.0													(10.6, -66.950000000000003)	2379	1906						1.0	2.0			VENEZUELA		MAIQUETIA	10.6	-66.95	74																													
264	16290	1373.0	1908.0	12.0	28.0		ITALY		STROMBOLI, AEOLIAN ISLANDS	38.789	15.213	50.0	76.0					1.0													(38.789000000000001, 15.212999999999999)	5480	1879	2.0	4.0				1.0	6.0			ITALY		STROMBOLI ISLAND	38.789	15.213	50																													
265	16290	1373.0	1908.0	12.0	28.0		ITALY		STROMBOLI, AEOLIAN ISLANDS	38.789	15.213	50.0	76.0					1.0													(38.789000000000001, 15.212999999999999)	1476	1919	5.0	22.0	17.0	45.0		4.0	6.0			ITALY		STROMBOLI ISLAND	38.789	15.213	50	0.75			4.0									1.0					4.0	1.0				3.0		1.0	10.0	1.0		3.0
266	16290	1373.0	1908.0	12.0	28.0		ITALY		STROMBOLI, AEOLIAN ISLANDS	38.789	15.213	50.0	76.0					1.0													(38.789000000000001, 15.212999999999999)	4218	1930	9.0	11.0	9.0	52.0		4.0	6.0			ITALY		STROMBOLI ISLAND	38.789	15.213	50	2.5			3.0		1.0	1.0											6.0	1.0			20.0	1.0		2.0				
267	16290	1373.0	1908.0	12.0	28.0		ITALY		STROMBOLI, AEOLIAN ISLANDS	38.789	15.213	50.0	76.0					1.0													(38.789000000000001, 15.212999999999999)	4227	1944	8.0	20.0	6.0	30.0		4.0	6.0			ITALY		STROMBOLI ISlAND	38.789	15.213	50				4.0									1.0	1.0	1.0										1.0	1.0	1.0		
268	16290	1373.0	1908.0	12.0	28.0		ITALY		STROMBOLI, AEOLIAN ISLANDS	38.789	15.213	50.0	76.0					1.0													(38.789000000000001, 15.212999999999999)	3395	1954	2.0					4.0	6.0			ITALY		STROMBOLI ISLAND	38.789	15.213	50				4.0																									
269	16290	1373.0	1908.0	12.0	28.0		ITALY		STROMBOLI, AEOLIAN ISLANDS	38.789	15.213	50.0	76.0					1.0													(38.789000000000001, 15.212999999999999)	2923	2002	12.0	30.0	13.0	15.0		4.0	7.0			ITALY		STROMBOLI ISLAND	38.789	15.213	50	10.9			5.0					2.0				2.0				2.0						2.0		2.0				2.0
270	16282	1373.0	1908.0	12.0	28.0		ITALY		VILLA SAN GIOVANNI	38.217	15.633	50.0	7.0			5.0	120.0	1.0		F						2.0					(38.216999999999999, 15.632999999999999)	3209	1783	2.0	6.0	0.0	20.0		4.0	3.0	6.0	5.9	ITALY		MESSINA STRAITS	38.217	15.633	50	16.0					1500.0	4.0						2.0		2.0			1500.0	4.0						2.0		2.0		
271	8296	2454.0	1913.0	6.0	9.0		USA	NJ	LONGPORT, NJ	39.314	-74.525	75.0	0.0					1.0													(39.314, -74.525000000000006)	2454	1913	6.0	9.0				2.0	8.0			USA	NJ	LONGPORT, NJ	39.314	-74.525	75								1.0	1.0			0.01	1.0												1.0				
272	25279	1423.0	1915.0	5.0	23.0		INDONESIA	WEST PAPUA	KAIMANA	-3.6439999999999997	133.695	83.0	0.0			0.5		1.0													(-3.6439999999999997, 133.69499999999999)	1423	1915	5.0	23.0				1.0	1.0			INDONESIA		KAIMANA	-3.6439999999999997	133.695	83	0.5			0.0																									
273	1741	1440.0	1917.0	1.0	25.0		CHINA		AMOY, FUJIAN PROVINCE	24.47	118.08	84.0	0.0					1.0								1.0					(24.469999999999999, 118.08)	1440	1917	1.0	25.0				4.0	1.0		6.5	CHINA		SOUTH CHINA SEA	24.47	118.08	84			1.0	1.0									1.0												1.0				
274	9644	2792.0	1917.0	12.0	6.0		CANADA	NS	HALIFAX, NOVA SCOTIA	44.633	-63.583	75.0	0.0			7.0		1.0		R											(44.633000000000003, -63.582999999999998)	2792	1917	12.0	6.0	13.0	4.0		4.0	10.0			CANADA	NS	HALIFAX, NOVA SCOTIA	44.633	-63.583	75	7.0						2.0											2000.0	4.0			9000.0	4.0						
275	2153	1622.0	1929.0	11.0	18.0		CANADA	NS	HALIFAX, NOVA SCOTIA	44.633	-63.583	75.0	600.0	2.0	46.0	0.6		2.0	40.0												(44.633000000000003, -63.582999999999998)	2792	1917	12.0	6.0	13.0	4.0		4.0	10.0			CANADA	NS	HALIFAX, NOVA SCOTIA	44.633	-63.583	75	7.0						2.0											2000.0	4.0			9000.0	4.0						
276	15671	3541.0	1920.0	12.0	16.0		NORWAY		BERGEN	60.383	5.332999999999999	73.0	7009.0			0.4		7.0													(60.383000000000003, 5.3329999999999993)	472	1762	5.0	26.0				1.0	0.0			NORWAY		NORWAY: BERGEN	60.383	5.332999999999999	73																													
277	6986	2456.0	1923.0	8.0	6.0		USA	NY	ROCKAWAY BEACH, NY	40.6	-73.5	75.0	0.0					1.0			2.0	1.0									(40.600000000000001, -73.5)	2456	1923	8.0	6.0				1.0	0.0			USA	NY	ROCKAWAY BEACH, NY	40.6	-73.5	75						2.0	1.0											2.0	1.0										
278	7059	2464.0	1926.0	1.0	9.0		USA	ME	BERNARD, ME	44.233000000000004	-68.35	75.0	0.0			3.0		1.0		F											(44.233000000000004, -68.349999999999994)	2464	1926	1.0	9.0				2.0	8.0			USA	ME	BERNARD, ME	44.233000000000004	-68.35	75	3.0																												
279	17527	1567.0	1926.0	6.0	28.0		INDONESIA	WEST SUMATRA	SUDJUNDJUNG	-0.7	100.6	60.0	0.0					7.0						3.0		2.0					(-0.69999999999999996, 100.59999999999999)	1567	1926	6.0	28.0	3.0	23.0	25.0	0.0	1.0		5.8	INDONESIA		SW. SUMATRA	-0.7	100.6	60									3.0				2.0										3.0		2.0				
280	28725	5531.0	1926.0				NEW ZEALAND	GISBORNE	TOLAGA BAY	-38.37	178.31	81.0	0.0			6.35		1.0								1.0					(-38.369999999999997, 178.31)	5531	1927						2.0	0.0			NEW ZEALAND		TOLAGA BAY, NORTH ISLAND	-38.37	178.31	81	6.35												1.0																
281	28695	1762.0	1946.0	4.0	1.0		NEW ZEALAND		TOLAGA BAY	-38.37	178.31	87.0	10377.0			1.8		5.0													(-38.369999999999997, 178.31)	5531	1927						2.0	0.0			NEW ZEALAND		TOLAGA BAY, NORTH ISLAND	-38.37	178.31	81	6.35												1.0																
282	28696	1762.0	1946.0	4.0	1.0		NEW ZEALAND		TOLAGA BAY	-38.37	178.31	87.0	10377.0			0.6		4.0													(-38.369999999999997, 178.31)	5531	1927						2.0	0.0			NEW ZEALAND		TOLAGA BAY, NORTH ISLAND	-38.37	178.31	81	6.35												1.0																
283	28935	1902.0	1960.0	5.0	22.0		NEW ZEALAND		TOLAGA BAY	-38.37	178.31	81.0	8792.0			2.0		1.0	15.0							1.0					(-38.369999999999997, 178.31)	5531	1927						2.0	0.0			NEW ZEALAND		TOLAGA BAY, NORTH ISLAND	-38.37	178.31	81	6.35												1.0																
284	2140	1607.0	1928.0	8.0	4.0		INDONESIA	EAST NUSA TENGGARA	PALU ISLAND, FLORES SEA	-8.32	121.708	60.0	0.0			10.0		1.0			128.0	3.0									(-8.3200000000000003, 121.708)	1607	1928	8.0	4.0				4.0	7.0	1.0		INDONESIA		FLORES SEA	-8.32	121.708	60	10.0		3.3	3.0		128.0	3.0											226.0	3.0										
285	16543	4417.0	1929.0	11.0	9.0		INDONESIA	ACEH	TJALANG, N.W. SUMATRA	4.633	95.56700000000001	60.0	0.0					1.0			6.0	1.0									(4.633, 95.567000000000007)	4417	1929	11.0	9.0				2.0	0.0			INDONESIA		TJALANG, N.W. SUMATRA	4.633	95.56700000000001	60						6.0	1.0											6.0	1.0										
286	2171	1622.0	1929.0	11.0	18.0		USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75.0	1629.0	4.0	13.0	0.68		2.0													(39.350000000000001, -74.417000000000002)	2465	1931	8.0	19.0				1.0	9.0			USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75	3.0					4.0	1.0											4.0	1.0										
287	7061	2465.0	1931.0	8.0	19.0	M	USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75.0	0.0			3.0		1.0			3.0	1.0									(39.350000000000001, -74.417000000000002)	2465	1931	8.0	19.0				1.0	9.0			USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75	3.0					4.0	1.0											4.0	1.0										
288	7012	2368.0	1964.0	5.0	19.0		USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75.0	196.0					2.0													(39.350000000000001, -74.417000000000002)	2465	1931	8.0	19.0				1.0	9.0			USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75	3.0					4.0	1.0											4.0	1.0										
289	7079	2439.0	2004.0	12.0	26.0		USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75.0	15172.0	31.0	48.0	0.11		2.0													(39.350000000000001, -74.417000000000002)	2465	1931	8.0	19.0				1.0	9.0			USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75	3.0					4.0	1.0											4.0	1.0										
290	16125	3620.0	1930.0	11.0	5.0		KENYA		RAS SERANIA, MOMBASA	-4.05	39.667	60.0	0.0			6.0		1.0													(-4.0499999999999998, 39.667000000000002)	3620	1930	11.0	5.0				3.0	1.0			KENYA		MOMBASA	-4.05	39.667	60	6.0																												
291	2270	1661.0	1933.0	3.0	2.0		JAPAN	IWATE	IWATE COAST	39.5	142.0	85.0	228.0			29.0		1.0													(39.5, 142.0)	774	1850	7.0	20.0				1.0	8.0			JAPAN		SANRIKU	39.5	142.0	85	2.0		1.0	0.0																									
292	15697	3544.0	1934.0	4.0	7.0		NORWAY		TAFJORD	62.228	7.417000000000001	73.0	0.0			17.0		1.0			23.0	1.0									(62.228000000000002, 7.4170000000000007)	3544	1934	4.0	7.0	3.0			4.0	8.0			NORWAY		TAFJORD	62.228	7.417000000000001	73	64.0					40.0	1.0											40.0	1.0										
293	25364	1677.0	1934.0	12.0	12.0		PAPUA NEW GUINEA		NODUP	-4.2	152.2	82.0	0.0					1.0													(-4.2000000000000002, 152.19999999999999)	1677	1934	12.0	12.0	14.0	15.0		1.0	1.0			PAPUA NEW GUINEA		BISMARCK SEA	-4.2	152.2	82																													
294	2362	1714.0	1938.0	5.0	28.0		JAPAN	HOKKAIDO	LAKE KUCHARO	43.6	144.3	85.0	0.0			0.9		1.0			1.0	1.0				1.0			7.0	1.0	(43.600000000000001, 144.30000000000001)	1714	1938	5.0	28.0	16.0	42.0		4.0	1.0		6.1	JAPAN		E. HOKKAIDO ISLAND	43.6	144.3	85	0.9		-0.1			1.0	1.0						1.0	7.0	1.0			1.0	1.0						1.0	7.0	1.0		
295	7046	2463.0	1938.0	9.0	21.0	M	USA	NJ	NEW JERSEY COAST	39.95	-74.12	75.0	0.0					1.0													(39.950000000000003, -74.120000000000005)	2463	1938	9.0	21.0				1.0	9.0			USA	NJ	NEW JERSEY COAST	39.95	-74.12	75												1.31	2.0																
296	6989	2459.0	1944.0	9.0	14.0	M	USA	NJ	NEW JERSEY COAST	38.933	-74.9	75.0	0.0					1.0													(38.933, -74.900000000000006)	2459	1944	9.0	14.0				1.0	9.0			USA	NJ	NEW JERSEY COAST	38.933	-74.9	75																													
297	9019	2461.0	1954.0	6.0	26.0	M	USA	IN	MICHIGAN CITY, IN	41.7	-86.883	75.0	0.0			2.43		7.0													(41.700000000000003, -86.882999999999996)	2461	1954	6.0	26.0				0.0	9.0			USA	IN	MICHIGAN CITY, IN (LAKE MICHIGAN)	41.7	-86.883	75	3.0					8.0	1.0											7.0	1.0										
298	3456	1848.0	1955.0	1.0	18.0		VENEZUELA		LA VELA	11.46	-69.57	74.0	0.0					1.0								1.0		1.0		1.0	(11.460000000000001, -69.569999999999993)	1848	1955	1.0	18.0				2.0	1.0		5.5	VENEZUELA		OFF THE COAST NEAR LA VELA	11.46	-69.57	74													1.0				1.0								1.0				1.0
299	3543	1864.0	1956.0	11.0	2.0		GREECE		VOLOS HARBOUR, THESSALY	39.5	23.0	50.0	0.0			1.2		1.0													(39.5, 23.0)	1864	1956	11.0	2.0	16.0	4.0	33.0	2.0	1.0		5.8	GREECE		NORTH AEGEAN	39.5	23.0	50	1.2		0.3	2.0																									
300	3672	1867.0	1957.0	3.0	9.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	10850.0	13.0	53.0	0.7		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
301	29932	2425.0	1966.0	12.0	31.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	8834.0					1.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
302	9953	2878.0	1968.0	5.0	4.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	0.0					1.0								1.0					(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
303	5877	2164.0	1986.0	5.0	7.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	10816.0			0.04		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
304	6013	2213.0	1992.0	9.0	2.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	4936.0			0.42		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
305	10329	2249.0	1995.0	7.0	30.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	3946.0			0.05		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
306	6287	2249.0	1995.0	7.0	30.0		CHILE	ISLA DE PASCUA	ISLA DE PASCUA	-27.15	-109.45	89.0	3946.0			0.16		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
307	6452	2261.0	1996.0	2.0	21.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	3691.0			0.3		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
308	6513	2266.0	1996.0	9.0	5.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	690.0			0.09		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
309	6619	2373.0	2001.0	6.0	23.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	3877.0			0.18		2.0	5.0												(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
310	16065	3016.0	2006.0	11.0	15.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	12696.0			0.37		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
311	16615	4440.0	2009.0	9.0	29.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	6556.0	9.0	54.0	0.25		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
312	16980	4682.0	2010.0	2.0	27.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	3579.0	5.0	31.0	0.35		2.0	52.0												(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
313	19174	5413.0	2011.0	3.0	11.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	13352.0			0.73		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
314	25814	5462.0	2012.0	8.0	27.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	4916.0			0.2		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
315	30644	5577.0	2014.0	10.0	9.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	567.0			0.47		2.0													(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
316	31521	5590.0	2015.0	9.0	16.0		CHILE	ISLA DE PASCUA	EASTER ISLAND	-27.15	-109.45	89.0	3677.0	5.0	29.0	0.86		2.0	4.0	R											(-27.149999999999999, -109.45)	2878	1968	5.0	4.0				3.0	0.0			CHILE		EASTER ISLAND REGION	-27.15	-109.45	89													1.0												1.0				
317	3690	1875.0	1957.0	11.0			SOLOMON ISLANDS		FAUABU, NW MALAITA	-8.57	160.72	82.0	0.0			2.7		1.0													(-8.5700000000000003, 160.72)	1875	1957	11.0					2.0	0.0			SOLOMON ISLANDS		MALAITA ISLAND, SOLOMON ISLANDS	-8.57	160.72	82	2.7		1.4																										
318	3770	1888.0	1959.0	2.0	23.0		GREECE		THESSALONIKI	40.63	22.97	50.0	0.0			1.0															(40.630000000000003, 22.969999999999999)	1888	1959	2.0	23.0				1.0	0.0			GREECE		GRECIAN ARCHIPELAGO, CRETE	40.63	22.97	50	1.0			3.0																									
319	3898	1902.0	1960.0	5.0	22.0		CHILE	TALCA	PUNTA CONSTITUCION	-35.33	-72.42	89.0	325.0			2.5		1.0													(-35.329999999999998, -72.420000000000002)	1509	1923	2.0	17.0				3.0	0.0			CHILE		CENTRAL CHILE	-35.33	-72.42	89	1.5		0.6	1.5																									
320	3984	1902.0	1960.0	5.0	22.0		JAPAN	NAGASAKI	IZUHARA	34.2	129.3	85.0	17941.0			0.09		2.0		R											(34.200000000000003, 129.30000000000001)	2690	1700	4.0	16.0				2.0	1.0		7.0	JAPAN		TSUSHIMA, NAGASAKI PREFECTURE	34.2	129.3	85	6.0					1000.0	3.0						3.0		3.0			1000.0	3.0						3.0		3.0		
321	14842	2142.0	1983.0	5.0	26.0		JAPAN	NAGASAKI	IZUHARA	34.2	129.3	85.0	1111.0			0.29		2.0													(34.200000000000003, 129.30000000000001)	2690	1700	4.0	16.0				2.0	1.0		7.0	JAPAN		TSUSHIMA, NAGASAKI PREFECTURE	34.2	129.3	85	6.0					1000.0	3.0						3.0		3.0			1000.0	3.0						3.0		3.0		
322	15161	2219.0	1993.0	7.0	12.0		JAPAN	NAGASAKI	IZUHARA	34.2	129.3	85.0	1289.0			0.21		2.0													(34.200000000000003, 129.30000000000001)	2690	1700	4.0	16.0				2.0	1.0		7.0	JAPAN		TSUSHIMA, NAGASAKI PREFECTURE	34.2	129.3	85	6.0					1000.0	3.0						3.0		3.0			1000.0	3.0						3.0		3.0		
323	4126	1907.0	1960.0	11.0	20.0		PERU		SANTA ROSA	-12.0	-77.1	89.0	700.0													1.0					(-12.0, -77.099999999999994)	935	1865	1.0	8.0				3.0	1.0			PERU		CENTRAL PERU	-12.0	-77.1	89	2.0		1.0	1.5		5.0	1.0						1.0		1.0			5.0	1.0						1.0		1.0		
324	10541	1911.0	1961.0	1.0	16.0		JAPAN	OSAKA	IBARAKI	36.0	141.9	85.0	0.0			0.21															(36.0, 141.90000000000001)	1911	1961	1.0	16.0	11.0	19.0	0.0	4.0	1.0	20.0	6.4	JAPAN		KASHIMA, JAPAN	36.0	141.9	85	0.4		-1.3	-2.0																									
325	19392	1939.0	1963.0	2.0	7.0		GREECE		CAPE SALMENIKOS	38.31	22.02	50.0	0.0			6.0		1.0			2.0	1.0	12.0	1.0		1.0					(38.310000000000002, 22.02)	1939	1963	2.0	7.0	19.0	28.0		4.0	8.0			GREECE		CORINTH GULF	38.31	22.02	50	6.0			5.0		2.0	1.0	12.0	1.0				1.0		1.0			2.0	1.0			12.0	1.0		1.0		1.0		
326	5118	2009.0	1968.0	9.0	20.0	?	VENEZUELA		NORTHERN COAST	10.5	-62.6	74.0	0.0					1.0													(10.5, -62.600000000000001)	2009	1968	9.0	20.0	6.0	9.0		2.0	1.0	107.0	6.2	VENEZUELA		CARUPANO	10.5	-62.6	74																													
327	11416	3350.0	1969.0	4.0	12.0		SWEDEN		NORSALV RIVER	59.4	13.5	73.0	0.0			5.0		7.0													(59.399999999999999, 13.5)	3350	1969	4.0	12.0	5.0	44.0		0.0	8.0			SWEDEN		NORSALV RIVER	59.4	13.5	73	5.0																												
328	9959	2879.0	1975.0	4.0	27.0		CANADA	BC	BISH CREEK, BRITISH COLUMBIA	53.98	-128.68	88.0	0.0					1.0								1.0					(53.979999999999997, -128.68000000000001)	2879	1975	4.0	27.0	18.0	5.0		4.0	8.0			CANADA	BC	KITIMAT INLET, BRITISH COLUMBIA	53.98	-128.68	88	4.1												2.0												2.0				
329	5683	2115.0	1979.0	7.0	18.0		INDONESIA	EAST NUSA TENGGARA	LOMBLEN ISLAND [LEMBATA]	-8.5	123.5	60.0	11.0			9.0	1500.0	1.0			1239.0	4.0	32.0	1.0		3.0					(-8.5, 123.5)	2118	1979	8.0	9.0				-1.0	8.0			INDONESIA		LOMBLEN ISLAND [LEMBATA]	-8.5	123.5	60																													
330	5684	2118.0	1979.0	8.0	9.0	?	INDONESIA	EAST NUSA TENGGARA	LOMBLEN ISLAND [LEMBATA]	-8.5	123.5	60.0	0.0				120.0	1.0													(-8.5, 123.5)	2118	1979	8.0	9.0				-1.0	8.0			INDONESIA		LOMBLEN ISLAND [LEMBATA]	-8.5	123.5	60																													
331	7912	2390.0	1979.0	9.0	3.0		VENEZUELA		PUERTO CUMAREBO	11.517000000000001	-69.5	74.0	0.0					1.0								1.0					(11.517000000000001, -69.5)	2390	1979	9.0	3.0	2.0	12.0		2.0	8.0	0.0	5.0	VENEZUELA		PUERTO CUMAREBO	11.517000000000001	-69.5	74													1.0												1.0				
332	28684	5514.0	1987.0	5.0	20.0		NEW ZEALAND		DEEP COVE: WANGANELLA COVE	-45.46	167.15	81.0	0.0					1.0													(-45.460000000000001, 167.15000000000001)	5514	1987	5.0	20.0				4.0	8.0			NEW ZEALAND		DEEP COVE	-45.46	167.15	81																													
333	10032	2203.0	1991.0	5.0	7.0		GREECE		ISLAND OF LEROS	37.133	26.833000000000002	50.0	0.0			0.5		1.0	12.0	R											(37.133000000000003, 26.833000000000002)	2203	1991	5.0	7.0				1.0	9.0			GREECE		EAST AEGEAN SEA	37.133	26.833000000000002	50	0.5		-3.3																										
334	10130	2244.0	1995.0	5.0	13.0	?	GREECE		GREECE	40.149	21.695	50.0	0.0																		(40.149000000000001, 21.695)	2244	1995	5.0	13.0	8.0	47.0	12.7	-1.0	1.0	14.0	6.6	GREECE		GREECE	40.149	21.695	50																													
335	9960	2880.0	1999.0	1.0	20.0		MONTSERRAT		SOUFRIERE HILLS	16.722	-62.18	74.0	0.0			2.0		1.0													(16.722000000000001, -62.18)	2880	1999	1.0	20.0				4.0	6.0			MONTSERRAT		SOUFRIERE HILLS VOLCANO	16.722	-62.18	74	2.0																												
336	9960	2880.0	1999.0	1.0	20.0		MONTSERRAT		SOUFRIERE HILLS	16.722	-62.18	74.0	0.0			2.0		1.0													(16.722000000000001, -62.18)	2694	2003	7.0	12.0				4.0	6.0			MONTSERRAT		SOUFRIERE HILLS VOLCANO	16.722	-62.18	74	4.0												1.0												1.0				
337	9960	2880.0	1999.0	1.0	20.0		MONTSERRAT		SOUFRIERE HILLS	16.722	-62.18	74.0	0.0			2.0		1.0													(16.722000000000001, -62.18)	2877	2006	5.0	20.0	11.0	20.0		4.0	6.0			MONTSERRAT		SOUFRIERE HILLS VOLCANO	16.722	-62.18	74	1.0				4.0																								
338	15642	3535.0	2000.0	11.0	21.0		GREENLAND		PAATUUT	70.25	-52.75	72.0	0.0			50.0		1.0													(70.25, -52.75)	3535	2000	11.0	21.0	18.0	4.0	50.0	4.0	8.0			GREENLAND		PAATUUT (WEST GREENLAND)	70.25	-52.75	72	50.0																												
