	I_D	TSEVENT_ID	YEAR	MONTH	DAY	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	COORDS
21837	23674	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.568944	141.43475	85.0	87.0			9.4	0.0	4.0													(38.568944000000002, 141.43475000000001)
21838	22116	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.057666999999995	141.808889	85.0	98.0			23.07	440.0	5.0													(39.057666999999995, 141.80888899999999)
21839	22657	5413.0	2011.0	3.0	11.0		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.854478	140.796281	85.0	212.0			8.34	0.0	4.0													(36.854478, 140.79628099999999)
21840	22658	5413.0	2011.0	3.0	11.0		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.465475	141.659836	85.0	249.0			8.5	63.0	4.0													(40.465474999999998, 141.65983600000001)
21841	22659	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.01	141.905833	85.0	195.0			8.78	0.0	4.0													(40.009999999999998, 141.905833)
21842	22660	5413.0	2011.0	3.0	11.0		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.468303000000006	141.652781	85.0	249.0			8.9	90.0	4.0													(40.468303000000006, 141.652781)
21843	22661	5413.0	2011.0	3.0	11.0		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.462414	141.661528	85.0	248.0			9.1	49.0	4.0													(40.462414000000003, 141.661528)
21844	22662	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.008804	141.905871	85.0	195.0			9.59	105.0	4.0													(40.008803999999998, 141.90587099999999)
21845	22663	5413.0	2011.0	3.0	11.0		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.531464	141.581208	85.0	258.0			10.1	71.0	4.0													(40.531464, 141.581208)
21846	22664	5413.0	2011.0	3.0	11.0		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.461110999999995	141.663208	85.0	248.0			10.3	45.0	4.0													(40.461110999999995, 141.663208)
21847	22665	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.638971999999995	141.96975	85.0	153.0			11.01	0.0	4.0													(39.638971999999995, 141.96975)
21848	22666	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.008833	141.905778	85.0	195.0			11.03	0.0	4.0													(40.008833000000003, 141.905778)
21849	22667	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.734444	141.966667	85.0	164.0			11.92	0.0	4.0													(39.734444000000003, 141.966667)
21850	22668	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.738333000000004	141.96944399999998	85.0	164.0			12.71	0.0	4.0													(39.738333000000004, 141.96944399999998)
21851	22669	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.107167	141.824972	85.0	207.0			13.08	155.0	4.0													(40.107166999999997, 141.824972)
21852	22125	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.359181	141.909042	85.0	125.0			10.9	80.0	4.0													(39.359181, 141.909042)
21853	22126	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.3975	141.22008300000002	85.0	101.0			8.3	8.69	4.0													(38.397500000000001, 141.22008300000002)
21854	22127	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.218806	140.984389	85.0	122.0			8.04	0.0	4.0													(38.218806000000001, 140.98438899999999)
21855	22128	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.15675	140.931333	85.0	127.0			3.91	0.0	4.0													(38.156750000000002, 140.931333)
21856	22129	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.679916999999996	141.473556	85.0	89.0			13.47	50.0	4.0													(38.679916999999996, 141.473556)
21857	22130	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.197860999999996	140.964722	85.0	123.0			15.7	0.0	4.0													(38.197860999999996, 140.96472199999999)
21858	22131	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.738083	141.97225	85.0	164.0			8.77	391.79	4.0													(39.738083000000003, 141.97225)
21859	22132	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.160785	140.90496299999998	85.0	129.0			1.88	0.0	5.0													(38.160784999999997, 140.90496299999998)
21860	22133	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.293809	141.01636299999998	85.0	118.0			1.92	0.0	5.0													(38.293809000000003, 141.01636299999998)
21861	22134	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.288917	142.459817	85.0	444.0			1.93	10.0	5.0													(42.288916999999998, 142.45981699999999)
21862	22135	5413.0	2011.0	3.0	11.0		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	37.786970000000004	140.951411	85.0	137.0			1.95	0.0	5.0													(37.786970000000004, 140.95141100000001)
21863	22136	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.477012	141.297156	85.0	96.0			1.96	0.0	5.0													(38.477012000000002, 141.297156)
21864	22137	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.188936	142.72135600000001	85.0	434.0			2.01	500.0	5.0													(42.188935999999998, 142.72135600000001)
21865	22138	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.09681	140.894093	85.0	131.0			2.01	0.0	5.0													(38.096809999999998, 140.894093)
21866	22139	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.219653	140.940747	85.0	125.0			2.08	0.0	5.0													(38.219653000000001, 140.94074699999999)
21867	22140	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.40445	141.182764	85.0	104.0			2.1	0.0	5.0													(38.404449999999997, 141.18276399999999)
21868	22141	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	43.250101	145.55481799999998	85.0	613.0			2.11	80.0	5.0													(43.250101000000001, 145.55481799999998)
21869	22142	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	43.158021000000005	145.242243	85.0	592.0			2.14	200.0	5.0													(43.158021000000005, 145.242243)
21870	22143	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	43.175808	145.33359	85.0	597.0			2.16	70.0	5.0													(43.175808000000004, 145.33358999999999)
21871	22144	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.191006	140.41603600000002	85.0	464.0			2.17	890.0	5.0													(42.191006000000002, 140.41603600000002)
21872	22145	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.15511	140.89060700000002	85.0	130.0			2.18	0.0	5.0													(38.155110000000001, 140.89060700000002)
21873	22146	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.209047	140.9343	85.0	126.0			2.2	0.0	5.0													(38.209046999999998, 140.93430000000001)
21874	22147	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.224443	140.942798	85.0	125.0			2.25	0.0	5.0													(38.224443000000001, 140.94279800000001)
21875	22148	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	37.975421000000004	140.88446399999998	85.0	135.0			2.27	0.0	5.0													(37.975421000000004, 140.88446399999998)
21876	23398	5413.0	2011.0	3.0	11.0		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	36.980486	140.964811	85.0	192.0			7.49	0.0	4.0													(36.980485999999999, 140.964811)
21877	23399	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.279722	141.050694	85.0	115.0			7.54	0.0	4.0													(38.279722, 141.05069399999999)
21878	23400	5413.0	2011.0	3.0	11.0		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	41.370778	141.379972	85.0	352.0			2.01	0.0	4.0													(41.370778000000001, 141.37997200000001)
21879	23401	5413.0	2011.0	3.0	11.0		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	41.391944	141.413611	85.0	354.0			2.02	0.0	4.0													(41.391944000000002, 141.413611)
21880	20667	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.454046000000005	141.284359	85.0	96.0			0.0	0.0	5.0													(38.454046000000005, 141.28435899999999)
21881	20668	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.470375	141.289207	85.0	96.0			0.0	0.0	5.0													(38.470374999999997, 141.289207)
21882	21916	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.420111	141.22299999999998	85.0	101.0			2.82	0.0	4.0													(38.420110999999999, 141.22299999999998)
21883	21917	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.349771999999994	141.042356	85.0	116.0			2.82	29.96	4.0													(38.349771999999994, 141.04235600000001)
21884	21918	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.370289	141.0625	85.0	115.0			2.82	90.0	4.0													(38.370289, 141.0625)
21885	21919	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.403083	141.188278	85.0	104.0			2.83	0.0	4.0													(38.403083000000002, 141.188278)
21886	21920	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.013056	140.888361	85.0	134.0			2.83	0.0	4.0													(38.013055999999999, 140.888361)
21887	21921	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.337222	141.115361	85.0	110.0			2.84	0.0	4.0													(38.337221999999997, 141.11536100000001)
21888	21922	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.040917	140.90158300000002	85.0	132.0			2.85	0.0	4.0													(38.040917, 140.90158300000002)
21889	21923	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.421833	141.251694	85.0	99.0			2.85	0.0	4.0													(38.421832999999999, 141.25169399999999)
21890	21924	5413.0	2011.0	3.0	11.0		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.525058	141.533331	85.0	258.0			2.85	0.0	4.0													(40.525058000000001, 141.533331)
21891	21925	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.420778000000006	141.268806	85.0	97.0			2.85	191.66	4.0													(38.420778000000006, 141.26880600000001)
21892	21926	5413.0	2011.0	3.0	11.0		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	37.147603000000004	141.00083600000002	85.0	176.0			2.86	0.0	4.0													(37.147603000000004, 141.00083600000002)
21893	21927	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.216333	140.943389	85.0	125.0			2.86	0.0	4.0													(38.216332999999999, 140.943389)
21894	21928	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	43.052544	144.847046	85.0	569.0			2.86	0.0	4.0													(43.052543999999997, 144.84704600000001)
21895	21929	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.288222	140.994194	85.0	120.0			2.87	0.0	4.0													(38.288221999999998, 140.99419399999999)
21896	21930	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.08575	140.9085	85.0	130.0			2.88	0.0	4.0													(38.085749999999997, 140.9085)
21897	21931	5413.0	2011.0	3.0	11.0		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	36.909128	140.81338300000002	85.0	207.0			2.88	0.0	4.0													(36.909128000000003, 140.81338300000002)
21898	21932	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.177139000000004	140.931194	85.0	127.0			2.89	0.0	4.0													(38.177139000000004, 140.931194)
21899	21933	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.405471999999996	141.22958300000002	85.0	100.0			2.89	0.0	4.0													(38.405471999999996, 141.22958300000002)
21900	21934	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.433777	142.208662	85.0	460.0			2.89	0.0	4.0													(42.433776999999999, 142.208662)
21901	20644	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.201167	141.861333	85.0	110.0			19.03	328.0	4.0													(39.201166999999998, 141.861333)
21902	20645	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.210889	141.896944	85.0	110.0			19.14	139.0	4.0													(39.210889000000002, 141.89694399999999)
21903	20646	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.891306	141.95261100000002	85.0	181.0			20.0	0.0	4.0													(39.891306, 141.95261100000002)
21904	20647	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.710444	141.52236100000002	85.0	87.0			20.43	0.0	4.0													(38.710444000000003, 141.52236100000002)
21905	20648	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.501616	142.009447	85.0	138.0			20.67	125.0	4.0													(39.501615999999999, 142.00944699999999)
21906	20649	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.225528000000004	141.920556	85.0	110.0			21.28	454.0	4.0													(39.225528000000004, 141.920556)
21907	20650	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.678889	141.472444	85.0	89.0			21.84	0.0	4.0													(38.678888999999998, 141.472444)
21908	20651	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.830056	141.97780600000002	85.0	174.0			22.44	95.0	4.0													(39.830055999999999, 141.97780600000002)
21909	20652	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.294861	141.552056	85.0	72.0			22.81	0.0	4.0													(38.294860999999997, 141.55205599999999)
21910	20653	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.817083000000004	141.564806	85.0	91.0			23.1	0.0	4.0													(38.817083000000004, 141.564806)
21911	20654	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.057194	141.849444	85.0	201.0			23.39	0.0	4.0													(40.057194000000003, 141.84944400000001)
21912	20655	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.444972	141.488972	85.0	79.0			24.77	0.0	4.0													(38.444972, 141.48897199999999)
21913	20656	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.762333	141.984389	85.0	166.0			26.45	0.0	4.0													(39.762332999999998, 141.98438899999999)
21914	20657	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.593583	141.48988899999998	85.0	84.0			27.1	0.0	4.0													(38.593583000000002, 141.48988899999998)
21915	20658	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.836083	141.978917	85.0	175.0			27.96	29.0	4.0													(39.836083000000002, 141.978917)
21916	20659	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.534278	141.488778	85.0	81.0			34.94	0.0	4.0													(38.534278, 141.488778)
21917	20660	5413.0	2011.0	3.0	11.0		JAPAN	TOKUSHIMA	TOKUSHIMA PREF., SHIKOKU REGION	33.983588	134.607854	85.0	846.0			0.78	0.0	8.0													(33.983587999999997, 134.607854)
21918	20661	5413.0	2011.0	3.0	11.0		JAPAN	TOKUSHIMA	TOKUSHIMA PREF., SHIKOKU REGION	33.562360999999996	134.30713400000002	85.0	897.0			1.16	0.0	8.0													(33.562360999999996, 134.30713400000002)
21919	20662	5413.0	2011.0	3.0	11.0		JAPAN	WAKAYAMA	WAKAYAMA PREFECTURE, KINKI REGION	33.475833	135.773056	85.0	800.0			1.49	0.0	8.0													(33.475833000000002, 135.773056)
21920	20663	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.402221999999995	141.719167	85.0	241.0			7.47	55.0	8.0													(40.402221999999995, 141.719167)
21921	20664	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.331944	141.77	85.0	232.0			10.79	30.0	8.0													(40.331944, 141.77000000000001)
21922	20665	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.336389000000004	141.770278	85.0	233.0			13.6	30.0	8.0													(40.336389000000004, 141.77027799999999)
21923	20666	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.457039	141.338542	85.0	92.0			0.0	0.0	5.0													(38.457039000000002, 141.33854199999999)
21924	20122	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	37.904167	140.92244399999998	85.0	134.0			7.58	0.0	4.0													(37.904167000000001, 140.92244399999998)
21925	20123	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.610832	141.980177	85.0	150.0			7.6	150.0	4.0													(39.610832000000002, 141.980177)
21926	20124	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.063306	141.723611	85.0	102.0			7.6	0.0	4.0													(39.063305999999997, 141.72361100000001)
21927	20125	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.444417	142.006306	85.0	131.0			7.6	0.0	4.0													(39.444417000000001, 142.006306)
21928	21370	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.254028000000005	140.973944	85.0	122.0			3.19	0.0	4.0													(38.254028000000005, 140.97394399999999)
21929	21371	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.548361	141.940222	85.0	474.0			3.19	0.0	4.0													(42.548361, 141.94022200000001)
21930	21372	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.073333	140.914944	85.0	130.0			3.19	0.0	4.0													(38.073332999999998, 140.91494399999999)
21931	21373	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.028083	140.894611	85.0	133.0			3.2	0.0	4.0													(38.028083000000002, 140.894611)
21932	21374	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.678302	143.639425	85.0	499.0			3.22	50.0	4.0													(42.678302000000002, 143.63942499999999)
21933	21375	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.282806	140.986333	85.0	121.0			3.24	0.0	4.0													(38.282806000000001, 140.986333)
21934	21376	5413.0	2011.0	3.0	11.0		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.701833	140.845806	85.0	319.0			3.25	0.0	4.0													(35.701833000000001, 140.84580600000001)
21935	21377	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.249444	140.976667	85.0	122.0			3.26	0.0	4.0													(38.249443999999997, 140.97666699999999)
21936	21378	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.064417	140.916667	85.0	130.0			3.27	0.0	4.0													(38.064416999999999, 140.91666699999999)
21937	21379	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.231444	140.971111	85.0	123.0			3.27	0.0	4.0													(38.231444000000003, 140.97111100000001)
21938	21380	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.411306	141.19975	85.0	103.0			3.29	0.0	4.0													(38.411306000000003, 141.19974999999999)
21939	21381	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.325185999999995	141.03955	85.0	116.0			3.33	32.0	4.0													(38.325185999999995, 141.03954999999999)
21940	21382	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.335167	141.106944	85.0	110.0			3.33	0.0	4.0													(38.335166999999998, 141.106944)
21941	21383	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.410056	141.20619399999998	85.0	102.0			3.35	0.0	4.0													(38.410055999999997, 141.20619399999998)
21942	21384	5413.0	2011.0	3.0	11.0		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.582667	140.705944	85.0	497.0			3.36	0.0	4.0													(42.582667000000001, 140.70594399999999)
21943	21385	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.622828000000005	141.959013	85.0	152.0			3.36	320.0	4.0													(39.622828000000005, 141.959013)
21944	21386	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.222583	140.963194	85.0	123.0			3.37	0.0	4.0													(38.222583, 140.96319399999999)
21945	21387	5413.0	2011.0	3.0	11.0		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.577083	140.488278	85.0	346.0			3.39	0.0	4.0													(35.577083000000002, 140.48827800000001)
21946	21388	5413.0	2011.0	3.0	11.0		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	35.746452000000005	140.842107	85.0	315.0			3.39	0.0	4.0													(35.746452000000005, 140.842107)
21947	21389	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.249317	140.98898300000002	85.0	121.0			3.4	1630.0	4.0													(38.249316999999998, 140.98898300000002)
21948	21390	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.355056	141.75311100000002	85.0	235.0			11.64	0.0	5.0													(40.355055999999998, 141.75311100000002)
21949	21391	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.907889000000004	141.646067	85.0	93.0			11.7	0.0	5.0													(38.907889000000004, 141.64606699999999)
21950	21392	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.439951	141.447288	85.0	82.0			11.76	0.0	5.0													(38.439951000000001, 141.44728799999999)
21951	21937	5413.0	2011.0	3.0	11.0		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	36.919662	140.809267	85.0	206.0			2.9	0.0	4.0													(36.919662000000002, 140.80926700000001)
21952	23121	5413.0	2011.0	3.0	11.0	?	JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.789583	141.487472	85.0	94.0			11.39	0.0	4.0													(38.789583, 141.487472)
21953	23122	5413.0	2011.0	3.0	11.0	?	JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.751083	141.528944	85.0	89.0			12.14	0.0	4.0													(38.751083000000001, 141.528944)
21954	23123	5413.0	2011.0	3.0	11.0	?	JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.906917	141.6485	85.0	93.0			12.22	0.0	4.0													(38.906917, 141.64850000000001)
21955	23124	5413.0	2011.0	3.0	11.0	?	JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.576444	141.452056	85.0	86.0			12.73	0.0	4.0													(38.576444000000002, 141.452056)
21956	23665	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.306889	141.915889	85.0	119.0			15.76	0.0	5.0													(39.306888999999998, 141.91588899999999)
21957	23666	5413.0	2011.0	3.0	11.0		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.006875	141.651906	85.0	101.0			15.76	96.99	5.0													(39.006875000000001, 141.651906)
21958	23667	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.714444	141.519778	85.0	88.0			15.76	0.0	5.0													(38.714444, 141.519778)
21959	23668	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.890028	141.641167	85.0	92.0			9.19	0.0	4.0													(38.890028000000001, 141.641167)
21960	23669	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.2185	140.98494399999998	85.0	121.0			9.23	222.51	4.0													(38.218499999999999, 140.98494399999998)
21961	23670	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.371111	141.16138899999999	85.0	106.0			9.26	0.0	4.0													(38.371110999999999, 141.16138899999999)
21962	23671	5413.0	2011.0	3.0	11.0		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.166861	140.956278	85.0	125.0			9.3	0.0	4.0													(38.166860999999997, 140.956278)
